drug_a	drug_b	cell_line	label	fold
PD173074	Linsitinib	MDA-MB-157	0	1
AZD7762	OSI-027	ZR-75-30	0	1
Pictilisib	MK-1775	OCUB-M	0	1
Linsitinib	SCH772984	DU-4475	0	1
SB216763	MK-1775	NCI-H747	0	1
Navitoclax	Crizotinib	DAN-G	1	1
Lapatinib	Linsitinib	HuP-T4	1	1
Sorafenib	Olaparib	PA-TU-8988T	0	1
Oxaliplatin	Palbociclib	SNU-81	0	1
Axitinib	Ribociclib	HDQ-P1	0	1
AZD7762	KU-55933	HCC1395	0	1
Docetaxel	SB216763	CAL-148	0	1
Ruxolitinib	Dactolisib	CAPAN-2	0	1
Olaparib	MK-1775	HDQ-P1	0	1
MK-1775	Trametinib	HPAC	0	1
Crizotinib	Dactolisib	DAN-G	0	1
Lapatinib	Cisplatin	HDQ-P1	0	1
MK-1775	Navitoclax	HCC70	0	1
Olaparib	SB505124	LS-180	0	1
AZD7762	MK-2206	MDA-MB-453	0	1
SCH772984	AZD7762	NCI-H508	0	1
Gemcitabine	Docetaxel	HCC1143	0	1
Cisplatin	Alisertib	ZR-75-30	0	1
5-Fluorouracil	SCH772984	PL4	0	1
MK-2206	Camptothecin	HCC2157	0	1
Olaparib	Gemcitabine	HCC1143	0	1
Irinotecan	Ruxolitinib	YAPC	0	1
Bortezomib	Luminespib	OCUB-M	0	1
Linsitinib	Palbociclib	HCC1428	0	1
Afatinib	Trametinib	NCI-H508	0	1
Cisplatin	Dactolisib	PA-TU-8988T	0	1
MK-2206	Linsitinib	CAL-51	0	1
Docetaxel	ZM447439	HCC1500	0	1
Pictilisib	BI-2536	OCUB-M	0	1
Crizotinib	Dasatinib	PANC-08-13	0	1
Sapitinib	Vorinostat	CAL-148	0	1
AZD7762	Navitoclax	NCI-H508	1	1
PD173074	GSK269962A	T47D	0	1
Palbociclib	ZM447439	BT-549	0	1
Luminespib	RO-3306	BT-549	0	1
OSI-027	Taselisib	HCC1500	0	1
AZD7762	SCH772984	MZ1-PC	0	1
MK-1775	5-Fluorouracil	MDA-MB-330	0	1
LGK974	BMS-754807	GP5d	0	1
Bortezomib	Dabrafenib	HCC1599	0	1
Docetaxel	5-Fluorouracil	HDQ-P1	0	1
Axitinib	AZD7762	JIMT-1	0	1
Trametinib	Nilotinib	UACC-893	0	1
Vinorelbine	SB216763	HCC2998	0	1
Docetaxel	Axitinib	DU-4475	0	1
Cisplatin	MK-2206	MDA-MB-453	0	1
Gemcitabine	AZD8055	DU-4475	0	1
Sapitinib	Dabrafenib	MDA-MB-231	0	1
Sapitinib	Olaparib	MDA-MB-468	0	1
AZD7762	Palbociclib	COLO-205	0	1
AZD4547	Crizotinib	COLO-678	0	1
Navitoclax	MK-1775	MDA-MB-468	0	1
SB216763	SB505124	SW948	0	1
Camptothecin	Vinorelbine	COLO-205	0	1
Cisplatin	Pictilisib	HCC1143	0	1
Gemcitabine	AZD8055	MDA-MB-157	0	1
Taselisib	Venetoclax	MDA-MB-415	0	1
5-Fluorouracil	Crizotinib	CAL-148	0	1
Vorinostat	Docetaxel	HCC70	0	1
Bortezomib	Trametinib	HCC1569	0	1
Docetaxel	AZD6482	JIMT-1	0	1
5-Fluorouracil	Temozolomide	CAL-85-1	0	1
Temozolomide	Trametinib	JIMT-1	0	1
AZD8055	Crizotinib	COLO-320-HSR	0	1
SCH772984	LGK974	NCI-H716	0	1
BMS-754807	Navitoclax	MDST8	0	1
Cisplatin	Alpelisib	CAL-148	0	1
OSI-027	Trametinib	SUIT-2	0	1
Galunisertib	Navitoclax	MZ1-PC	0	1
Sapitinib	MK-1775	OCUB-M	0	1
Navitoclax	Wee1 Inhibitor	BT-483	1	1
5-Fluorouracil	Gemcitabine	CAL-51	0	1
Luminespib	Doramapimod	MDA-MB-468	0	1
Dactolisib	Galunisertib	PANC-04-03	0	1
Cisplatin	Olaparib	MDA-MB-231	0	1
Temozolomide	AZD8055	MDA-MB-453	0	1
Docetaxel	Navitoclax	HCC70	0	1
Crizotinib	Taselisib	MDST8	0	1
Galunisertib	Dasatinib	MIA-PaCa-2	0	1
PD173074	Afatinib	MDA-MB-231	0	1
SB216763	Dabrafenib	COLO-678	0	1
MK-1775	OSI-027	T47D	0	1
Docetaxel	SB216763	HCC1143	0	1
Linsitinib	Irinotecan	KP-4	0	1
OSI-027	Venetoclax	HCC1143	0	1
MK-2206	RO-3306	CAL-85-1	0	1
Dactolisib	Oxaliplatin	CAPAN-2	0	1
Galunisertib	Olaparib	BxPC-3	0	1
5-Fluorouracil	KU-55933	HCC1395	0	1
Dabrafenib	SCH772984	SW1116	0	1
5-Fluorouracil	Temozolomide	HCC38	0	1
MK-1775	Ribociclib	DU-4475	1	1
Linsitinib	Camptothecin	CAL-148	0	1
Trametinib	Taselisib	C2BBe1	1	1
LGK974	Trametinib	YAPC	0	1
Paclitaxel	Taselisib	CFPAC-1	0	1
Lapatinib	AZD6482	MDA-MB-157	0	1
Dabrafenib	AZD7762	COLO-320-HSR	0	1
Vorinostat	Gemcitabine	DU-4475	0	1
Temozolomide	BI-2536	HCC2157	0	1
AZD7762	RO-3306	OCUB-M	0	1
Palbociclib	BMS-754807	CW-2	0	1
Pictilisib	KU-55933	MFM-223	0	1
Vinorelbine	LGK974	T84	0	1
Vorinostat	Axitinib	COLO-824	0	1
MK-2206	RO-3306	MDA-MB-330	0	1
Sapitinib	Crizotinib	JIMT-1	0	1
Luminespib	Gemcitabine	ZR-75-1	0	1
BMS-754807	Dabrafenib	LS-513	1	1
Luminespib	PD173074	ZR-75-30	0	1
MK-2206	Navitoclax	HCC1599	0	1
Bortezomib	Entinostat	HCC1806	0	1
SB216763	Afatinib	LS-180	0	1
Sapitinib	5-Fluorouracil	COLO-320-HSR	0	1
Cisplatin	Sorafenib	HCC1428	0	1
MK-1775	MK-2206	HT-115	0	1
Linsitinib	Wee1 Inhibitor	HCC38	0	1
Axitinib	5-Fluorouracil	BT-549	0	1
Docetaxel	KU-55933	CAL-51	0	1
5-Fluorouracil	Uprosertib	HCC2157	0	1
Sorafenib	Gemcitabine	KP-4	0	1
Cisplatin	Temozolomide	HCC1500	0	1
Olaparib	Erlotinib	CFPAC-1	0	1
Navitoclax	OSI-027	HCC1428	1	1
5-Fluorouracil	Docetaxel	BT-483	0	1
Bortezomib	Ribociclib	BT-549	0	1
Gemcitabine	BI-2536	MDA-MB-330	0	1
MK-2206	Cisplatin	HCC1569	0	1
OSI-027	MK-1775	SUIT-2	0	1
Palbociclib	SCH772984	PA-TU-8988T	0	1
Taselisib	Olaparib	CAL-85-1	0	1
Trametinib	RO-3306	MDA-MB-415	0	1
Navitoclax	Trametinib	MDA-MB-468	0	1
Trametinib	Venetoclax	HCC1395	0	1
5-Fluorouracil	Sorafenib	HCC1569	0	1
BMS-754807	SB505124	LS-180	0	1
OSI-027	Cisplatin	CAL-148	1	1
MK-2206	Gemcitabine	MFM-223	0	1
Pictilisib	Sapitinib	HCC1428	0	1
Navitoclax	Palbociclib	HCC1954	0	1
Temozolomide	SB216763	COLO-824	0	1
MK-2206	NU7441	MDA-MB-415	0	1
MK-2206	5-Fluorouracil	HPAC	0	1
LGK974	5-Fluorouracil	SUIT-2	0	1
MK-1775	Uprosertib	HCC2157	0	1
Sapitinib	Wee1 Inhibitor	HCC1428	0	1
Trametinib	Camptothecin	HCC1143	0	1
Navitoclax	Erlotinib	PANC-04-03	0	1
OSI-027	Gemcitabine	BT-549	0	1
Linsitinib	PF-4708671	UACC-893	0	1
Bortezomib	Entinostat	HCC1599	0	1
Temozolomide	Dabrafenib	HDQ-P1	0	1
Crizotinib	NU7441	MDA-MB-453	0	1
Linsitinib	Temozolomide	HCC2157	0	1
Pictilisib	Luminespib	ZR-75-1	0	1
5-Fluorouracil	Linsitinib	CAL-51	0	1
MK-2206	Luminespib	MDA-MB-330	0	1
SB216763	Vinorelbine	LS-513	0	1
MK-2206	Trametinib	MDST8	0	1
Temozolomide	MK-1775	BT-549	0	1
Taselisib	Temozolomide	UACC-893	0	1
SB216763	Oxaliplatin	COLO-205	0	1
Gemcitabine	Uprosertib	CAL-51	1	1
SB216763	5-Fluorouracil	HT-29	0	1
AZD7762	AZD8055	CAL-85-1	0	1
Taselisib	BI-2536	ZR-75-30	0	1
Olaparib	Alpelisib	HCC38	0	1
Palbociclib	Ribociclib	ZR-75-1	0	1
Taselisib	AZD7762	SUIT-2	0	1
OSI-027	Alpelisib	MDA-MB-415	0	1
Temozolomide	Sorafenib	CAL-85-1	0	1
5-Fluorouracil	SCH772984	NCI-H508	0	1
Taselisib	Camptothecin	HCC2157	0	1
LGK974	MK-2206	CW-2	0	1
Temozolomide	Olaparib	T47D	0	1
Navitoclax	MK-2206	SW948	0	1
Bortezomib	Ribociclib	MDA-MB-157	0	1
Linsitinib	Pictilisib	CAL-51	1	1
Crizotinib	Dactolisib	MIA-PaCa-2	0	1
Bortezomib	BI-2536	MDA-MB-330	0	1
OSI-027	Ribociclib	HCC1954	0	1
SB216763	Taselisib	LS-513	0	1
AZD7762	Taselisib	CAPAN-2	0	1
Sapitinib	Palbociclib	COLO-205	0	1
Sorafenib	Ruxolitinib	KP-1N	0	1
Docetaxel	JQ1	MFM-223	0	1
Navitoclax	Crizotinib	CaR-1	0	1
Luminespib	Camptothecin	ZR-75-30	0	1
Pictilisib	Linsitinib	HCC1954	0	1
Trametinib	5-Fluorouracil	OCUB-M	0	1
Lapatinib	Bortezomib	HCC2157	0	1
Temozolomide	Docetaxel	HCC1599	0	1
MK-2206	5-Fluorouracil	SNU-407	0	1
Ruxolitinib	Gemcitabine	KP-4	0	1
Linsitinib	GSK269962A	HDQ-P1	0	1
Olaparib	Dasatinib	KP-4	0	1
Vorinostat	Sorafenib	MDA-MB-468	0	1
Bortezomib	Dabrafenib	UACC-893	0	1
Navitoclax	SCH772984	CAL-85-1	1	1
MK-1775	AZD7762	LS-123	1	1
MK-2206	Dabrafenib	HCC1500	0	1
Trametinib	Navitoclax	BT-549	0	1
Palbociclib	AZD7762	MFM-223	0	1
Navitoclax	Linsitinib	KP-1N	0	1
Axitinib	Taselisib	BT-483	0	1
MK-1775	Galunisertib	PANC-08-13	0	1
Lapatinib	OSI-027	UACC-893	1	1
Trametinib	AZD7762	KP-1N	0	1
5-Fluorouracil	Taselisib	NCI-H747	0	1
Taselisib	Trametinib	NCI-H716	0	1
MK-1775	Doramapimod	BT-549	1	1
Bortezomib	SCH772984	CAL-148	0	1
Docetaxel	RO-3306	ZR-75-30	0	1
Axitinib	Ribociclib	HCC1428	0	1
Bortezomib	AZD8055	HCC1569	0	1
AZD4547	Oxaliplatin	SNU-81	0	1
Gemcitabine	Afatinib	CAL-85-1	0	1
MK-2206	Dabrafenib	SNU-81	0	1
5-Fluorouracil	Nilotinib	MDA-MB-453	0	1
Trametinib	5-Fluorouracil	MDA-MB-330	0	1
MK-1775	Linsitinib	MDST8	0	1
Palbociclib	Dasatinib	HPAC	0	1
Lapatinib	Dabrafenib	ZR-75-30	0	1
Palbociclib	OSI-027	JIMT-1	0	1
Taselisib	MK-2206	NCI-H747	0	1
Lapatinib	BI-2536	DU-4475	0	1
Cisplatin	RO-3306	ZR-75-1	0	1
Dasatinib	Galunisertib	BxPC-3	0	1
MK-2206	BI-2536	HCC1143	0	1
Lapatinib	Linsitinib	SW1990	0	1
Navitoclax	OSI-027	CAPAN-2	1	1
Luminespib	Pictilisib	MFM-223	0	1
Paclitaxel	Dasatinib	MIA-PaCa-2	0	1
SCH772984	Taselisib	SW948	0	1
OSI-027	Alpelisib	JIMT-1	1	1
Bortezomib	Wee1 Inhibitor	OCUB-M	0	1
MK-2206	Linsitinib	NCI-H508	0	1
Dabrafenib	Vinorelbine	C2BBe1	0	1
Olaparib	GSK269962A	BT-483	0	1
Olaparib	BI-2536	COLO-824	0	1
Gemcitabine	MK-1775	HCC38	0	1
MK-1775	Uprosertib	DU-4475	0	1
Taselisib	Temozolomide	HCC1806	0	1
5-Fluorouracil	Venetoclax	HCC2157	0	1
Erlotinib	Sorafenib	SUIT-2	0	1
OSI-027	SCH772984	KP-4	0	1
Taselisib	Axitinib	HCC1569	0	1
MK-1775	Nilotinib	HCC70	0	1
Linsitinib	Trametinib	CFPAC-1	0	1
PD173074	Alpelisib	T47D	0	1
Crizotinib	Axitinib	OCUB-M	0	1
Trametinib	Sorafenib	HCC2157	0	1
Erlotinib	Taselisib	PANC-04-03	0	1
Bortezomib	Doramapimod	HCC1428	0	1
Camptothecin	Taselisib	HT-29	0	1
MK-2206	Camptothecin	ZR-75-30	0	1
Sorafenib	Oxaliplatin	PL4	0	1
Trametinib	AZD8055	BT-483	0	1
Axitinib	Afatinib	UACC-893	0	1
Taselisib	AZD7762	KP-4	0	1
Olaparib	Navitoclax	HCC1806	0	1
Bortezomib	Temozolomide	MDA-MB-157	0	1
LGK974	Navitoclax	LS-180	0	1
AZD7762	Temozolomide	MDA-MB-453	0	1
BMS-754807	Oxaliplatin	T84	0	1
LGK974	Oxaliplatin	SNU-81	0	1
Cisplatin	Paclitaxel	HCC70	0	1
Palbociclib	Sapitinib	SNU-C5	0	1
MK-2206	GSK269962A	COLO-824	0	1
Vinorelbine	BMS-754807	LS-513	0	1
AZD7762	Axitinib	HCC70	0	1
Cisplatin	AZD6482	MDA-MB-157	0	1
AZD8055	LGK974	SNU-81	0	1
Linsitinib	LGK974	T84	0	1
Olaparib	Linsitinib	MZ1-PC	0	1
Crizotinib	JQ1	CAL-148	0	1
Taselisib	Dasatinib	DAN-G	1	1
Gemcitabine	Navitoclax	CAL-85-1	0	1
Afatinib	5-Fluorouracil	SW1116	0	1
Gemcitabine	Ruxolitinib	PANC-08-13	0	1
MK-1775	SB505124	CW-2	0	1
Linsitinib	SCH772984	HDQ-P1	0	1
Pictilisib	Axitinib	HCC2157	0	1
Docetaxel	Pictilisib	JIMT-1	0	1
MK-1775	Navitoclax	MFM-223	0	1
Camptothecin	Afatinib	HCC2998	0	1
Trametinib	Dabrafenib	MDA-MB-415	0	1
Lapatinib	Alisertib	MDA-MB-468	0	1
Palbociclib	Trametinib	JIMT-1	0	1
Axitinib	AZD8055	UACC-893	0	1
AZD7762	Ribociclib	HCC1569	0	1
Pictilisib	AZD7762	HCC1599	0	1
Sapitinib	Entinostat	HCC1395	0	1
Vorinostat	KU-55933	T47D	0	1
Palbociclib	Venetoclax	MDA-MB-231	0	1
Docetaxel	Lapatinib	MDA-MB-415	0	1
Palbociclib	Camptothecin	CAL-148	0	1
Cisplatin	MK-1775	YAPC	0	1
SCH772984	Palbociclib	SUIT-2	1	1
Luminespib	BI-2536	JIMT-1	0	1
Sapitinib	Temozolomide	HCC38	0	1
MK-1775	OSI-027	CFPAC-1	0	1
Cisplatin	Sorafenib	SW1990	0	1
AZD7762	Dasatinib	DAN-G	1	1
AZD8055	SB505124	SNU-C1	0	1
Trametinib	Paclitaxel	SW1990	0	1
Vorinostat	PD173074	BT-549	0	1
Crizotinib	ZM447439	HCC1395	0	1
Irinotecan	OSI-027	PL4	0	1
Palbociclib	Navitoclax	BxPC-3	0	1
Linsitinib	5-Fluorouracil	BT-483	0	1
Navitoclax	Taselisib	COLO-320-HSR	0	1
OSI-027	Venetoclax	JIMT-1	0	1
AZD7762	Ribociclib	HCC2157	0	1
Erlotinib	5-Fluorouracil	SW1990	0	1
5-Fluorouracil	AZD4547	SNU-1040	0	1
5-Fluorouracil	Linsitinib	SNU-81	0	1
Axitinib	Docetaxel	MDA-MB-453	0	1
Axitinib	ZM447439	HCC1599	0	1
PD173074	SCH772984	BT-549	0	1
5-Fluorouracil	AZD8055	MDA-MB-330	0	1
SB505124	AZD4547	LS-123	0	1
SCH772984	MK-1775	NCI-H716	0	1
MK-2206	AZD6482	MDA-MB-453	0	1
Bortezomib	Luminespib	HCC2157	0	1
Olaparib	AZD8055	ZR-75-30	0	1
Trametinib	Linsitinib	SUIT-2	1	1
MK-1775	BI-2536	T47D	0	1
OSI-027	AZD7762	KP-1N	0	1
Crizotinib	Uprosertib	BT-549	0	1
PD173074	AZD8055	T47D	0	1
LGK974	Olaparib	SNU-407	0	1
Bortezomib	Luminespib	HCC1395	0	1
5-Fluorouracil	Lapatinib	BT-483	0	1
SB216763	SB505124	SNU-407	0	1
Crizotinib	Nilotinib	HCC1428	0	1
Taselisib	AZD4547	LS-513	0	1
Gemcitabine	Luminespib	HCC70	0	1
Temozolomide	MK-2206	ZR-75-1	0	1
Palbociclib	BMS-754807	T84	0	1
AZD4547	MK-1775	LS-180	0	1
Olaparib	Docetaxel	HCC1395	0	1
Pictilisib	Afatinib	MDA-MB-415	0	1
AZD7762	Bortezomib	HCC2157	0	1
Luminespib	AZD6482	OCUB-M	0	1
Docetaxel	Taselisib	T47D	0	1
Axitinib	Doramapimod	HCC1569	0	1
Palbociclib	5-Fluorouracil	HCC1806	0	1
Luminespib	Tozasertib	MDA-MB-468	0	1
Bortezomib	5-Fluorouracil	MDA-MB-157	0	1
Vinorelbine	AZD8055	LS-180	0	1
Camptothecin	SB216763	LS-123	0	1
PD173074	NU7441	HCC1806	0	1
Linsitinib	SCH772984	HCC1569	0	1
MK-1775	Axitinib	HCC1428	0	1
Vorinostat	Sapitinib	OCUB-M	1	1
OSI-027	Venetoclax	HCC1428	0	1
Gemcitabine	5-Fluorouracil	HCC1806	0	1
Olaparib	BMS-754807	NCI-H716	0	1
Cisplatin	Axitinib	CAL-51	0	1
5-Fluorouracil	Wee1 Inhibitor	T47D	0	1
Olaparib	Crizotinib	CAPAN-2	0	1
SB216763	AZD4547	GP5d	0	1
AZD8055	Palbociclib	NCI-H508	0	1
Gemcitabine	Crizotinib	PA-TU-8988T	0	1
LGK974	Olaparib	HT-29	0	1
Docetaxel	Navitoclax	CAL-148	0	1
Palbociclib	Luminespib	HCC38	0	1
Luminespib	Venetoclax	BT-549	0	1
AZD7762	Doramapimod	HCC1500	0	1
Olaparib	Doramapimod	HCC1143	0	1
Sapitinib	Luminespib	ZR-75-1	0	1
SB216763	Oxaliplatin	NCI-H747	0	1
Crizotinib	Taselisib	SNU-81	0	1
Cisplatin	Temozolomide	JIMT-1	0	1
Irinotecan	Dasatinib	BxPC-3	0	1
5-Fluorouracil	Navitoclax	COLO-320-HSR	0	1
MK-2206	Trametinib	HCC1569	0	1
Crizotinib	Oxaliplatin	COLO-678	0	1
Crizotinib	Gemcitabine	MZ1-PC	0	1
Lapatinib	OSI-027	BxPC-3	0	1
AZD7762	AZD8055	HCC2998	0	1
MK-1775	PF-4708671	HDQ-P1	0	1
Crizotinib	Palbociclib	HCC1569	0	1
MK-1775	Paclitaxel	PANC-04-03	0	1
Linsitinib	BI-2536	HCC1395	0	1
Taselisib	Dabrafenib	HCC1806	0	1
Axitinib	Crizotinib	MDA-MB-415	0	1
Oxaliplatin	AZD8055	HT-29	0	1
Axitinib	Linsitinib	HCC1428	0	1
5-Fluorouracil	Bortezomib	MFM-223	0	1
MK-1775	Gemcitabine	HCC38	0	1
Palbociclib	Sapitinib	CAL-148	0	1
PD173074	Wee1 Inhibitor	BT-549	0	1
5-Fluorouracil	Tozasertib	HCC70	0	1
5-Fluorouracil	Crizotinib	CW-2	0	1
Vorinostat	Luminespib	ZR-75-30	0	1
Bortezomib	GSK269962A	MDA-MB-415	0	1
Vinorelbine	Camptothecin	HT-29	0	1
BMS-754807	Palbociclib	SNU-C5	0	1
MK-1775	SCH772984	HuP-T4	0	1
MK-1775	SB505124	SW1116	0	1
Linsitinib	Lapatinib	DU-4475	0	1
Axitinib	Navitoclax	HCC1428	0	1
Bortezomib	KU-55933	HCC38	0	1
Axitinib	Sapitinib	T47D	0	1
Docetaxel	MK-2206	COLO-824	0	1
Palbociclib	Luminespib	DU-4475	0	1
BMS-754807	Trametinib	HT-115	0	1
SCH772984	Afatinib	LS-123	0	1
Lapatinib	PF-4708671	HCC1569	0	1
Gemcitabine	Venetoclax	JIMT-1	0	1
MK-2206	Olaparib	OCUB-M	0	1
MK-2206	Olaparib	CAL-85-1	0	1
Temozolomide	Cisplatin	HCC1428	0	1
Pictilisib	Wee1 Inhibitor	HCC2157	0	1
Axitinib	Vorinostat	MDA-MB-453	0	1
Axitinib	Temozolomide	HCC1143	0	1
Navitoclax	Vorinostat	HCC1395	0	1
5-Fluorouracil	Irinotecan	SW1990	0	1
Olaparib	Paclitaxel	YAPC	0	1
MK-2206	Trametinib	MDA-MB-415	1	1
Dactolisib	AZD7762	SUIT-2	0	1
OSI-027	Navitoclax	HCC1599	1	1
Paclitaxel	Lapatinib	SUIT-2	1	1
Linsitinib	Alisertib	MDA-MB-157	0	1
5-Fluorouracil	Bortezomib	BT-549	0	1
MK-2206	Doramapimod	COLO-824	0	1
PD173074	Wee1 Inhibitor	MDA-MB-231	0	1
Lapatinib	RO-3306	HCC1954	0	1
Navitoclax	Taselisib	GP5d	0	1
Oxaliplatin	Crizotinib	KP-1N	0	1
Gemcitabine	Dabrafenib	JIMT-1	0	1
Docetaxel	Crizotinib	HDQ-P1	0	1
Oxaliplatin	Ruxolitinib	PL4	0	1
Dabrafenib	LGK974	CW-2	0	1
BMS-754807	5-Fluorouracil	LS-180	0	1
AZD4547	Dabrafenib	SNU-C5	0	1
MK-1775	Dabrafenib	NCI-H716	0	1
Ruxolitinib	OSI-027	PANC-08-13	0	1
Cisplatin	AZD6482	MDA-MB-468	0	1
MK-1775	PD173074	BT-549	0	1
Palbociclib	NU7441	HCC1569	0	1
Taselisib	KU-55933	HCC38	0	1
Temozolomide	KU-55933	MDA-MB-453	0	1
Temozolomide	PF-4708671	HCC1569	0	1
OSI-027	Uprosertib	HDQ-P1	0	1
Crizotinib	AZD4547	SNU-81	0	1
Cisplatin	AZD8055	HCC1599	0	1
Trametinib	Cisplatin	HCC1954	0	1
Luminespib	Nilotinib	CAL-85-1	0	1
Taselisib	Vinorelbine	LS-123	0	1
Luminespib	Cisplatin	HCC1500	0	1
Taselisib	Alpelisib	CAL-51	0	1
AZD4547	5-Fluorouracil	COLO-678	0	1
Sorafenib	Trametinib	HPAC	0	1
Crizotinib	Axitinib	MDA-MB-453	0	1
Camptothecin	Oxaliplatin	SNU-407	0	1
Cisplatin	NU7441	JIMT-1	0	1
Lapatinib	AZD8055	HCC1599	0	1
Lapatinib	Trametinib	BxPC-3	1	1
Vinorelbine	Camptothecin	HT-115	0	1
Cisplatin	Temozolomide	HCC1806	0	1
Crizotinib	BMS-754807	LS-513	0	1
Olaparib	5-Fluorouracil	BxPC-3	0	1
Crizotinib	Linsitinib	MZ1-PC	0	1
PD173074	Wee1 Inhibitor	BT-483	0	1
MK-1775	Ruxolitinib	SW1990	0	1
Sapitinib	Trametinib	HCC2998	0	1
Trametinib	Temozolomide	HDQ-P1	0	1
Navitoclax	5-Fluorouracil	DU-4475	1	1
Taselisib	Palbociclib	COLO-824	0	1
Navitoclax	LGK974	SNU-C1	0	1
LGK974	Dactolisib	BxPC-3	0	1
MK-1775	Afatinib	OCUB-M	0	1
MK-2206	Entinostat	BT-549	0	1
Gemcitabine	JQ1	HCC1806	0	1
5-Fluorouracil	Pictilisib	HCC202	0	1
Afatinib	BMS-754807	LS-180	1	1
5-Fluorouracil	Taselisib	COLO-205	0	1
SCH772984	AZD7762	HPAC	0	1
Docetaxel	Alisertib	CAL-51	0	1
Irinotecan	AZD7762	DAN-G	0	1
PD173074	GSK269962A	HCC38	0	1
5-Fluorouracil	Linsitinib	CAL-85-1	0	1
Lapatinib	RO-3306	CAL-148	0	1
Dactolisib	Paclitaxel	CAPAN-2	0	1
Olaparib	Oxaliplatin	MZ1-PC	0	1
Linsitinib	Crizotinib	CaR-1	0	1
MK-1775	Gemcitabine	CFPAC-1	0	1
Trametinib	KU-55933	HCC70	0	1
Sorafenib	Cisplatin	MZ1-PC	0	1
Lapatinib	5-Fluorouracil	HCC202	0	1
Crizotinib	PF-4708671	HCC2157	0	1
Oxaliplatin	AZD8055	NCI-H747	0	1
Oxaliplatin	LGK974	HPAC	0	1
Crizotinib	Uprosertib	CAL-85-1	0	1
AZD7762	Navitoclax	SNU-81	0	1
MK-1775	Crizotinib	HCC70	0	1
Trametinib	Gemcitabine	HuP-T4	0	1
Pictilisib	Alisertib	MFM-223	0	1
Cisplatin	Camptothecin	OCUB-M	0	1
Docetaxel	PD173074	HCC1143	0	1
Pictilisib	Navitoclax	CAL-148	0	1
Lapatinib	Crizotinib	CAL-85-1	0	1
Crizotinib	Navitoclax	HT-29	1	1
Navitoclax	Crizotinib	HPAC	0	1
BMS-754807	SCH772984	SNU-407	0	1
Olaparib	Alisertib	MDA-MB-231	0	1
Gemcitabine	Paclitaxel	MFM-223	0	1
Olaparib	AZD4547	CW-2	0	1
Trametinib	Venetoclax	BT-483	0	1
Sorafenib	MK-2206	PANC-08-13	0	1
MK-1775	SCH772984	SNU-81	0	1
Navitoclax	AZD4547	COLO-320-HSR	0	1
Irinotecan	MK-1775	SUIT-2	0	1
Palbociclib	OSI-027	DAN-G	0	1
Taselisib	Axitinib	CAL-51	0	1
PD173074	Navitoclax	ZR-75-30	0	1
Dactolisib	Linsitinib	HPAC	1	1
5-Fluorouracil	Crizotinib	HCC1569	0	1
Trametinib	Palbociclib	SW948	0	1
MK-1775	Linsitinib	HCC2998	0	1
MK-1775	SB216763	HCC1954	0	1
Gemcitabine	Dabrafenib	HCC38	0	1
Axitinib	Uprosertib	BT-549	0	1
Crizotinib	Oxaliplatin	LS-513	0	1
OSI-027	Crizotinib	MDA-MB-157	1	1
Lapatinib	Crizotinib	HCC1599	0	1
5-Fluorouracil	Galunisertib	SW1990	0	1
Gemcitabine	RO-3306	MDA-MB-453	0	1
Irinotecan	Sorafenib	KP-4	0	1
Palbociclib	Crizotinib	COLO-320-HSR	0	1
SCH772984	AZD7762	COLO-205	0	1
Gemcitabine	Taselisib	BT-483	0	1
Erlotinib	MK-2206	SW1990	0	1
Cisplatin	Ribociclib	HCC1428	0	1
Galunisertib	Cisplatin	DAN-G	0	1
5-Fluorouracil	Ruxolitinib	KP-1N	0	1
Linsitinib	Cisplatin	ZR-75-30	0	1
Vorinostat	AZD6482	MDA-MB-330	0	1
5-Fluorouracil	PD173074	HCC70	0	1
AZD7762	Oxaliplatin	SW1116	0	1
Linsitinib	Sorafenib	HDQ-P1	0	1
MK-2206	AZD7762	MDA-MB-330	0	1
Bortezomib	Dabrafenib	HCC2157	0	1
Cisplatin	OSI-027	DU-4475	0	1
Vorinostat	Bortezomib	MDA-MB-330	0	1
5-Fluorouracil	Wee1 Inhibitor	MDA-MB-453	0	1
Docetaxel	GSK269962A	MFM-223	0	1
Galunisertib	Cisplatin	SUIT-2	0	1
Dasatinib	SCH772984	CFPAC-1	1	1
Navitoclax	MK-2206	HCC1395	0	1
AZD7762	NU7441	HCC1569	0	1
MK-2206	Venetoclax	HCC1143	0	1
OSI-027	Cisplatin	HCC2157	0	1
Ruxolitinib	Gemcitabine	PANC-08-13	0	1
PD173074	Luminespib	HCC1806	0	1
Cisplatin	Tozasertib	MDA-MB-157	0	1
Vorinostat	GSK269962A	UACC-893	0	1
Crizotinib	KU-55933	BT-549	0	1
Bortezomib	Taselisib	HCC70	0	1
Luminespib	Wee1 Inhibitor	HCC70	0	1
Lapatinib	Venetoclax	DU-4475	0	1
Linsitinib	Palbociclib	HT-29	0	1
Crizotinib	5-Fluorouracil	SUIT-2	0	1
Crizotinib	Dasatinib	KP-4	1	1
5-Fluorouracil	SB505124	COLO-205	0	1
Docetaxel	Gemcitabine	DU-4475	0	1
Navitoclax	Cisplatin	JIMT-1	0	1
Axitinib	PD173074	HCC1143	0	1
AZD8055	Palbociclib	LS-180	0	1
Linsitinib	Palbociclib	SNU-81	0	1
AZD7762	Uprosertib	HCC1143	0	1
AZD7762	Sapitinib	BT-549	0	1
